TITLE = "CFFC: 2D Structured Curvilinear Grid Block (Cell Locations)"
VARIABLES = "x" \ 
"y" 
ZONE T =  "Block Number = 0" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  6.53287952153531e+00 -3.63664385865576e+00
  6.52997738559072e+00 -3.63954599459805e+00
  6.52707524964613e+00 -3.64244813054033e+00
  6.69633453860532e+00 -3.80009887585570e+00
  6.69343240266072e+00 -3.80300101179798e+00
  6.69053026671613e+00 -3.80590314774027e+00
  6.85978955567532e+00 -3.96355389305563e+00
  6.85688741973073e+00 -3.96645602899792e+00
  6.85398528378614e+00 -3.96935816494020e+00
  7.02324457274533e+00 -4.12700891025557e+00
  7.02034243680073e+00 -4.12991104619785e+00
  7.01744030085614e+00 -4.13281318214014e+00
